prot_index,ph,note,ph_dependence,uniprot_id
368,6.5,{ECO:0000269|PubMed:22390826};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:22390826};,L7NCQ3
368,7.0,{ECO:0000269|PubMed:22390826};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:22390826};,L7NCQ3
372,8.0,{ECO:0000269|Ref.1};,Optimum pH is 8.0-9.0. {ECO:0000269|Ref.1};,M4GGR9
372,9.0,{ECO:0000269|Ref.1};,Optimum pH is 8.0-9.0. {ECO:0000269|Ref.1};,M4GGR9
374,4.5,{ECO:0000269|PubMed:30552791};,Optimum pH is 4.5-5. {ECO:0000269|PubMed:30552791};,O00462
374,5.0,{ECO:0000269|PubMed:30552791};,Optimum pH is 4.5-5. {ECO:0000269|PubMed:30552791};,O00462
377,5.5,{ECO:0000269|PubMed:10987144};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:10987144};,O00764
377,6.0,{ECO:0000269|PubMed:10987144};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:10987144};,O00764
382,7.0,{ECO:0000269|PubMed:24156403};,Optimum pH is 7-8. {ECO:0000269|PubMed:24156403};,O04529
382,8.0,{ECO:0000269|PubMed:24156403};,Optimum pH is 7-8. {ECO:0000269|PubMed:24156403};,O04529
386,8.3,{ECO:0000269|PubMed:9414551};,Optimum pH is 8.3-8.9. {ECO:0000269|PubMed:9414551};,O04983
386,8.9,{ECO:0000269|PubMed:9414551};,Optimum pH is 8.3-8.9. {ECO:0000269|PubMed:9414551};,O04983
395,6.0,{ECO:0000269|PubMed:17056685};,Optimum pH is 6.0-6.5. {ECO:0000269|PubMed:17056685};,O07012
395,6.5,{ECO:0000269|PubMed:17056685};,Optimum pH is 6.0-6.5. {ECO:0000269|PubMed:17056685};,O07012
406,6.5,{ECO:0000269|PubMed:6094533};,Optimum pH is 6.5-8.5. {ECO:0000269|PubMed:6094533};,O13297
406,8.5,{ECO:0000269|PubMed:6094533};,Optimum pH is 6.5-8.5. {ECO:0000269|PubMed:6094533};,O13297
408,7.5,"{ECO:0000269|PubMed:10691964, ECO:0000269|PubMed:11054119, ECO:0000269|PubMed:11171126, ECO:0000269|PubMed:1248477, ECO:0000269|PubMed:17525463};","Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:10691964, ECO:0000269|PubMed:11054119, ECO:0000269|PubMed:11171126, ECO:0000269|PubMed:1248477, ECO:0000269|PubMed:17525463};",O13437
408,8.5,"{ECO:0000269|PubMed:10691964, ECO:0000269|PubMed:11054119, ECO:0000269|PubMed:11171126, ECO:0000269|PubMed:1248477, ECO:0000269|PubMed:17525463};","Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:10691964, ECO:0000269|PubMed:11054119, ECO:0000269|PubMed:11171126, ECO:0000269|PubMed:1248477, ECO:0000269|PubMed:17525463};",O13437
409,6.5,"for the reverse reaction. {ECO:0000269|PubMed:10438489, ECO:0000269|PubMed:10705982};","Optimum pH is 6.5-7.5 for the reverse reaction. {ECO:0000269|PubMed:10438489, ECO:0000269|PubMed:10705982};",O14295
409,7.5,"for the reverse reaction. {ECO:0000269|PubMed:10438489, ECO:0000269|PubMed:10705982};","Optimum pH is 6.5-7.5 for the reverse reaction. {ECO:0000269|PubMed:10438489, ECO:0000269|PubMed:10705982};",O14295
411,7.5,{ECO:0000269|PubMed:17068342};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:17068342};,O14732
411,8.0,{ECO:0000269|PubMed:17068342};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:17068342};,O14732
415,8.0,for nuclease activity. {ECO:0000269|PubMed:27206388};,Optimum pH is 8.0-9.0 for nuclease activity. {ECO:0000269|PubMed:27206388};,O15162
415,9.0,for nuclease activity. {ECO:0000269|PubMed:27206388};,Optimum pH is 8.0-9.0 for nuclease activity. {ECO:0000269|PubMed:27206388};,O15162
421,8.0,{ECO:0000269|PubMed:15581640};,Optimum pH is 8.0-8.8. {ECO:0000269|PubMed:15581640};,O16299
421,8.8,{ECO:0000269|PubMed:15581640};,Optimum pH is 8.0-8.8. {ECO:0000269|PubMed:15581640};,O16299
425,8.0,{ECO:0000269|PubMed:20179139};,Optimum pH is 8-9. {ECO:0000269|PubMed:20179139};,O22682
425,9.0,{ECO:0000269|PubMed:20179139};,Optimum pH is 8-9. {ECO:0000269|PubMed:20179139};,O22682
427,8.5,{ECO:0000269|PubMed:19586914};,Optimum pH is 8.5-9.5. {ECO:0000269|PubMed:19586914};,O23240
427,9.5,{ECO:0000269|PubMed:19586914};,Optimum pH is 8.5-9.5. {ECO:0000269|PubMed:19586914};,O23240
428,7.0,{ECO:0000269|PubMed:24156403};,Optimum pH is 7-8. {ECO:0000269|PubMed:24156403};,O23507
428,8.0,{ECO:0000269|PubMed:24156403};,Optimum pH is 7-8. {ECO:0000269|PubMed:24156403};,O23507
429,6.0,"{ECO:0000269|PubMed:18390594, ECO:0000269|PubMed:19664588};","Optimum pH is 6-7. {ECO:0000269|PubMed:18390594, ECO:0000269|PubMed:19664588};",O23553
429,7.0,"{ECO:0000269|PubMed:18390594, ECO:0000269|PubMed:19664588};","Optimum pH is 6-7. {ECO:0000269|PubMed:18390594, ECO:0000269|PubMed:19664588};",O23553
432,7.0,{ECO:0000269|PubMed:12226218};,Optimum pH is 7-8. {ECO:0000269|PubMed:12226218};,O23887
432,8.0,{ECO:0000269|PubMed:12226218};,Optimum pH is 7-8. {ECO:0000269|PubMed:12226218};,O23887
445,6.1,"{ECO:0000269|PubMed:11756450, ECO:0000269|PubMed:12763798};","Optimum pH is 6.1-6.5. {ECO:0000269|PubMed:11756450, ECO:0000269|PubMed:12763798};",O29777
445,6.5,"{ECO:0000269|PubMed:11756450, ECO:0000269|PubMed:12763798};","Optimum pH is 6.1-6.5. {ECO:0000269|PubMed:11756450, ECO:0000269|PubMed:12763798};",O29777
448,8.0,"{ECO:0000269|PubMed:15533053, ECO:0000269|PubMed:16187153, ECO:0000269|PubMed:20080731};","Optimum pH is 8-11. {ECO:0000269|PubMed:15533053, ECO:0000269|PubMed:16187153, ECO:0000269|PubMed:20080731};",O31266
448,11.0,"{ECO:0000269|PubMed:15533053, ECO:0000269|PubMed:16187153, ECO:0000269|PubMed:20080731};","Optimum pH is 8-11. {ECO:0000269|PubMed:15533053, ECO:0000269|PubMed:16187153, ECO:0000269|PubMed:20080731};",O31266
456,7.0,{ECO:0000269|PubMed:11584000};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:11584000};,O32001
456,8.0,{ECO:0000269|PubMed:11584000};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:11584000};,O32001
462,5.0,{ECO:0000269|PubMed:10220159};,Optimum pH is 5-8. {ECO:0000269|PubMed:10220159};,O33599
462,8.0,{ECO:0000269|PubMed:10220159};,Optimum pH is 5-8. {ECO:0000269|PubMed:10220159};,O33599
471,8.5,{ECO:0000269|PubMed:15576788};,Optimum pH is 8.5-9. {ECO:0000269|PubMed:15576788};,O35013
471,9.0,{ECO:0000269|PubMed:15576788};,Optimum pH is 8.5-9. {ECO:0000269|PubMed:15576788};,O35013
474,7.5,(for taurine transport). {ECO:0000269|PubMed:9375654};,Optimum pH is 7.5-8.0 (for taurine transport). {ECO:0000269|PubMed:9375654};,O35316
474,8.0,(for taurine transport). {ECO:0000269|PubMed:9375654};,Optimum pH is 7.5-8.0 (for taurine transport). {ECO:0000269|PubMed:9375654};,O35316
475,5.5,{ECO:0000269|PubMed:30111894};,Optimum pH is 5.5-5. {ECO:0000269|PubMed:30111894};,O35405
475,5.0,{ECO:0000269|PubMed:30111894};,Optimum pH is 5.5-5. {ECO:0000269|PubMed:30111894};,O35405
476,4.5,{ECO:0000269|PubMed:11733538};,Optimum pH is 4.5-5.0. {ECO:0000269|PubMed:11733538};,O35744
476,5.0,{ECO:0000269|PubMed:11733538};,Optimum pH is 4.5-5.0. {ECO:0000269|PubMed:11733538};,O35744
487,7.0,{ECO:0000269|PubMed:11606206};,Optimum pH is 7-8. {ECO:0000269|PubMed:11606206};,O44750
487,8.0,{ECO:0000269|PubMed:11606206};,Optimum pH is 7-8. {ECO:0000269|PubMed:11606206};,O44750
490,7.5,;,Optimum pH is 7.5-9.5.;,O48917
490,9.5,;,Optimum pH is 7.5-9.5.;,O48917
491,5.0,"with 1,3-DAG as substrate and at 30 degrees Celsius. {ECO:0000269|PubMed:21477884};","Optimum pH is 5-6 with 1,3-DAG as substrate and at 30 degrees Celsius. {ECO:0000269|PubMed:21477884};",O49523
491,6.0,"with 1,3-DAG as substrate and at 30 degrees Celsius. {ECO:0000269|PubMed:21477884};","Optimum pH is 5-6 with 1,3-DAG as substrate and at 30 degrees Celsius. {ECO:0000269|PubMed:21477884};",O49523
495,6.5,{ECO:0000269|PubMed:35337912};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:35337912};,O50131
495,7.0,{ECO:0000269|PubMed:35337912};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:35337912};,O50131
496,7.0,{ECO:0000269|PubMed:9514743};,Optimum pH is 7-8. {ECO:0000269|PubMed:9514743};,O50202
496,8.0,{ECO:0000269|PubMed:9514743};,Optimum pH is 7-8. {ECO:0000269|PubMed:9514743};,O50202
501,7.0,;,Optimum pH is 7.0-8.0.;,O52582
501,8.0,;,Optimum pH is 7.0-8.0.;,O52582
507,6.5,Significant phosphatase activity is observed between pH 5.5 and 8.0. {ECO:0000269|PubMed:11073936};,Optimum pH is 6.5-7.5. Significant phosphatase activity is observed between pH 5.5 and 8.0. {ECO:0000269|PubMed:11073936};,O53361
507,7.5,Significant phosphatase activity is observed between pH 5.5 and 8.0. {ECO:0000269|PubMed:11073936};,Optimum pH is 6.5-7.5. Significant phosphatase activity is observed between pH 5.5 and 8.0. {ECO:0000269|PubMed:11073936};,O53361
513,8.0,{ECO:0000269|PubMed:9442064};,Optimum pH is 8-9. {ECO:0000269|PubMed:9442064};,O54728
513,9.0,{ECO:0000269|PubMed:9442064};,Optimum pH is 8-9. {ECO:0000269|PubMed:9442064};,O54728
515,8.0,{ECO:0000269|PubMed:7744868};,Optimum pH is 8-9. {ECO:0000269|PubMed:7744868};,O55171
515,9.0,{ECO:0000269|PubMed:7744868};,Optimum pH is 8-9. {ECO:0000269|PubMed:7744868};,O55171
516,6.5,{ECO:0000269|PubMed:28343923};,Optimum pH is 6.5-7.5. {ECO:0000269|PubMed:28343923};,O57878
516,7.5,{ECO:0000269|PubMed:28343923};,Optimum pH is 6.5-7.5. {ECO:0000269|PubMed:28343923};,O57878
518,6.5,{ECO:0000269|PubMed:30038603};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:30038603};,O58478
518,7.0,{ECO:0000269|PubMed:30038603};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:30038603};,O58478
522,5.0,{ECO:0000269|PubMed:15611110};,Optimum pH is 5-6. {ECO:0000269|PubMed:15611110};,O59179
522,6.0,{ECO:0000269|PubMed:15611110};,Optimum pH is 5-6. {ECO:0000269|PubMed:15611110};,O59179
526,5.7,{ECO:0000269|PubMed:11148210};,Optimum pH is 5.7-7. {ECO:0000269|PubMed:11148210};,O60502
526,7.0,{ECO:0000269|PubMed:11148210};,Optimum pH is 5.7-7. {ECO:0000269|PubMed:11148210};,O60502
528,8.0,{ECO:0000269|PubMed:10542220};,Optimum pH is 8-8.5. {ECO:0000269|PubMed:10542220};,O60779
528,8.5,{ECO:0000269|PubMed:10542220};,Optimum pH is 8-8.5. {ECO:0000269|PubMed:10542220};,O60779
536,5.0,with insulin B chain as substrate and at 37 degrees Celsius. {ECO:0000269|PubMed:20079503};,Optimum pH is 5.0-6.0 with insulin B chain as substrate and at 37 degrees Celsius. {ECO:0000269|PubMed:20079503};,O65390
536,6.0,with insulin B chain as substrate and at 37 degrees Celsius. {ECO:0000269|PubMed:20079503};,Optimum pH is 5.0-6.0 with insulin B chain as substrate and at 37 degrees Celsius. {ECO:0000269|PubMed:20079503};,O65390
537,7.5,"{ECO:0000269|PubMed:10024464, ECO:0000269|PubMed:10469156, ECO:0000269|Ref.3};","Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:10024464, ECO:0000269|PubMed:10469156, ECO:0000269|Ref.3};",O65896
537,8.0,"{ECO:0000269|PubMed:10024464, ECO:0000269|PubMed:10469156, ECO:0000269|Ref.3};","Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:10024464, ECO:0000269|PubMed:10469156, ECO:0000269|Ref.3};",O65896
538,8.0,{ECO:0000269|PubMed:21138964};,Optimum pH is 8-9. {ECO:0000269|PubMed:21138964};,O67082
538,9.0,{ECO:0000269|PubMed:21138964};,Optimum pH is 8-9. {ECO:0000269|PubMed:21138964};,O67082
541,8.5,{ECO:0000269|PubMed:10222033};,Optimum pH is 8.5-9.5. {ECO:0000269|PubMed:10222033};,O69762
541,9.5,{ECO:0000269|PubMed:10222033};,Optimum pH is 8.5-9.5. {ECO:0000269|PubMed:10222033};,O69762
542,6.5,{ECO:0000269|PubMed:9520418};,Optimum pH is 6.5-7.5. {ECO:0000269|PubMed:9520418};,O70572
542,7.5,{ECO:0000269|PubMed:9520418};,Optimum pH is 6.5-7.5. {ECO:0000269|PubMed:9520418};,O70572
547,7.5,{ECO:0000269|PubMed:15698960};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:15698960};,O75356
547,8.0,{ECO:0000269|PubMed:15698960};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:15698960};,O75356
550,5.5,"{ECO:0000269|PubMed:15537833, ECO:0000269|PubMed:18493841};","Optimum pH is 5.5-7. {ECO:0000269|PubMed:15537833, ECO:0000269|PubMed:18493841};",O75828
550,7.0,"{ECO:0000269|PubMed:15537833, ECO:0000269|PubMed:18493841};","Optimum pH is 5.5-7. {ECO:0000269|PubMed:15537833, ECO:0000269|PubMed:18493841};",O75828
552,6.0,;,Optimum pH is 6.0-6.5.;,O75976
552,6.5,;,Optimum pH is 6.0-6.5.;,O75976
554,4.5,{ECO:0000269|PubMed:27525822};,Optimum pH is 4.5-5. {ECO:0000269|PubMed:27525822};,O76357
554,5.0,{ECO:0000269|PubMed:27525822};,Optimum pH is 4.5-5. {ECO:0000269|PubMed:27525822};,O76357
556,7.0,{ECO:0000269|PubMed:10409692};,Optimum pH is 7-8. {ECO:0000269|PubMed:10409692};,O77834
556,8.0,{ECO:0000269|PubMed:10409692};,Optimum pH is 7-8. {ECO:0000269|PubMed:10409692};,O77834
560,7.9,"for CTIL substrate. {ECO:0000269|PubMed:11500541, ECO:0000269|PubMed:20565889};","Optimum pH is 7.9-8.5 for CTIL substrate. {ECO:0000269|PubMed:11500541, ECO:0000269|PubMed:20565889};",O80642
560,8.5,"for CTIL substrate. {ECO:0000269|PubMed:11500541, ECO:0000269|PubMed:20565889};","Optimum pH is 7.9-8.5 for CTIL substrate. {ECO:0000269|PubMed:11500541, ECO:0000269|PubMed:20565889};",O80642
569,8.0,"Stable between pH 7.0 and 8.5. {ECO:0000269|PubMed:9346293, ECO:0000269|PubMed:9642221};","Optimum pH is 8.0-9.0. Stable between pH 7.0 and 8.5. {ECO:0000269|PubMed:9346293, ECO:0000269|PubMed:9642221};",O82872
569,9.0,"Stable between pH 7.0 and 8.5. {ECO:0000269|PubMed:9346293, ECO:0000269|PubMed:9642221};","Optimum pH is 8.0-9.0. Stable between pH 7.0 and 8.5. {ECO:0000269|PubMed:9346293, ECO:0000269|PubMed:9642221};",O82872
570,6.5,Active from pH 6.1 to 9.0. {ECO:0000269|PubMed:16788173};,Optimum pH is 6.5-7.0. Active from pH 6.1 to 9.0. {ECO:0000269|PubMed:16788173};,O82882
570,7.0,Active from pH 6.1 to 9.0. {ECO:0000269|PubMed:16788173};,Optimum pH is 6.5-7.0. Active from pH 6.1 to 9.0. {ECO:0000269|PubMed:16788173};,O82882
572,8.0,"for CO(2) hydration, and pH 6.0 for hydrogencarbonate dehydration. {ECO:0000269|PubMed:17012396};","Optimum pH is 8.0-8.5 for CO(2) hydration, and pH 6.0 for hydrogencarbonate dehydration. {ECO:0000269|PubMed:17012396};",O85042
572,8.5,"for CO(2) hydration, and pH 6.0 for hydrogencarbonate dehydration. {ECO:0000269|PubMed:17012396};","Optimum pH is 8.0-8.5 for CO(2) hydration, and pH 6.0 for hydrogencarbonate dehydration. {ECO:0000269|PubMed:17012396};",O85042
593,8.0,;,Optimum pH is 8.0-9.5.;,O95848
593,9.5,;,Optimum pH is 8.0-9.5.;,O95848
594,7.2,{ECO:0000269|PubMed:25290914};,Optimum pH is 7.2-8.0. {ECO:0000269|PubMed:25290914};,O95870
594,8.0,{ECO:0000269|PubMed:25290914};,Optimum pH is 7.2-8.0. {ECO:0000269|PubMed:25290914};,O95870
596,7.0,"for PP-InsP5 hydrolysis. Displays strong endopolyphosphatase activity at pH 6.8 and 7.4. {ECO:0000269|PubMed:34788624, ECO:0000269|PubMed:9822604};","Optimum pH is 7.0-7.5 for PP-InsP5 hydrolysis. Displays strong endopolyphosphatase activity at pH 6.8 and 7.4. {ECO:0000269|PubMed:34788624, ECO:0000269|PubMed:9822604};",O95989
596,7.5,"for PP-InsP5 hydrolysis. Displays strong endopolyphosphatase activity at pH 6.8 and 7.4. {ECO:0000269|PubMed:34788624, ECO:0000269|PubMed:9822604};","Optimum pH is 7.0-7.5 for PP-InsP5 hydrolysis. Displays strong endopolyphosphatase activity at pH 6.8 and 7.4. {ECO:0000269|PubMed:34788624, ECO:0000269|PubMed:9822604};",O95989
599,7.1,for the 3-deoxyglucosone dehydrogenase activity. {ECO:0000269|PubMed:17175089};,Optimum pH is 7.1-9 for the 3-deoxyglucosone dehydrogenase activity. {ECO:0000269|PubMed:17175089};,P00352
599,9.0,for the 3-deoxyglucosone dehydrogenase activity. {ECO:0000269|PubMed:17175089};,Optimum pH is 7.1-9 for the 3-deoxyglucosone dehydrogenase activity. {ECO:0000269|PubMed:17175089};,P00352
612,6.7,{ECO:0000269|PubMed:14343156};,Optimum pH is 6.7-6.8. {ECO:0000269|PubMed:14343156};,P00861
612,6.8,{ECO:0000269|PubMed:14343156};,Optimum pH is 6.7-6.8. {ECO:0000269|PubMed:14343156};,P00861
613,6.0,"{ECO:0000269|PubMed:15667203, ECO:0000269|PubMed:17330962, ECO:0000269|PubMed:18942852, ECO:0000269|PubMed:8262987, ECO:0000269|PubMed:9398308};","Optimum pH is 6-8. {ECO:0000269|PubMed:15667203, ECO:0000269|PubMed:17330962, ECO:0000269|PubMed:18942852, ECO:0000269|PubMed:8262987, ECO:0000269|PubMed:9398308};",P00918
613,8.0,"{ECO:0000269|PubMed:15667203, ECO:0000269|PubMed:17330962, ECO:0000269|PubMed:18942852, ECO:0000269|PubMed:8262987, ECO:0000269|PubMed:9398308};","Optimum pH is 6-8. {ECO:0000269|PubMed:15667203, ECO:0000269|PubMed:17330962, ECO:0000269|PubMed:18942852, ECO:0000269|PubMed:8262987, ECO:0000269|PubMed:9398308};",P00918
619,8.0,"for nsP4 polymerase and adenylyltransferase activities. {ECO:0000269|PubMed:17005674, ECO:0000269|PubMed:19036396};","Optimum pH is 8.0-8.5 for nsP4 polymerase and adenylyltransferase activities. {ECO:0000269|PubMed:17005674, ECO:0000269|PubMed:19036396};",P03317
619,8.5,"for nsP4 polymerase and adenylyltransferase activities. {ECO:0000269|PubMed:17005674, ECO:0000269|PubMed:19036396};","Optimum pH is 8.0-8.5 for nsP4 polymerase and adenylyltransferase activities. {ECO:0000269|PubMed:17005674, ECO:0000269|PubMed:19036396};",P03317
621,4.0,{ECO:0000269|PubMed:1331110};,Optimum pH is 4-6. {ECO:0000269|PubMed:1331110};,P03365
621,6.0,{ECO:0000269|PubMed:1331110};,Optimum pH is 4-6. {ECO:0000269|PubMed:1331110};,P03365
623,8.0,for the ATPase and helicase. {ECO:0000269|PubMed:8175794};,Optimum pH is 8.0-9.0 for the ATPase and helicase. {ECO:0000269|PubMed:8175794};,P03708
623,9.0,for the ATPase and helicase. {ECO:0000269|PubMed:8175794};,Optimum pH is 8.0-9.0 for the ATPase and helicase. {ECO:0000269|PubMed:8175794};,P03708
625,6.0,"{ECO:0000269|PubMed:8634299, ECO:0000269|PubMed:8672487};","Optimum pH is 6-8.5. {ECO:0000269|PubMed:8634299, ECO:0000269|PubMed:8672487};",P03958
625,8.5,"{ECO:0000269|PubMed:8634299, ECO:0000269|PubMed:8672487};","Optimum pH is 6-8.5. {ECO:0000269|PubMed:8634299, ECO:0000269|PubMed:8672487};",P03958
627,8.0,{ECO:0000269|PubMed:14144};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:14144};,P04385
627,9.0,{ECO:0000269|PubMed:14144};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:14144};,P04385
635,7.2,for the propionyl-CoA carboxylase activity measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,Optimum pH is 7.2-8.8 for the propionyl-CoA carboxylase activity measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,P05165
635,8.8,for the propionyl-CoA carboxylase activity measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,Optimum pH is 7.2-8.8 for the propionyl-CoA carboxylase activity measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,P05165
636,7.2,for the propionyl-CoA carboxylase activity as measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,Optimum pH is 7.2-8.8 for the propionyl-CoA carboxylase activity as measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,P05166
636,8.8,for the propionyl-CoA carboxylase activity as measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,Optimum pH is 7.2-8.8 for the propionyl-CoA carboxylase activity as measured for the holoenzyme. {ECO:0000269|PubMed:6765947};,P05166
641,7.8,{ECO:0000269|PubMed:13727223};,Optimum pH is 7.8-7.9. {ECO:0000269|PubMed:13727223};,P05791
641,7.9,{ECO:0000269|PubMed:13727223};,Optimum pH is 7.8-7.9. {ECO:0000269|PubMed:13727223};,P05791
642,5.0,;,Optimum pH is 5.0-7.5.;,P05804
642,7.5,;,Optimum pH is 5.0-7.5.;,P05804
653,8.0,{ECO:0000269|PubMed:7049234};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:7049234};,P06721
653,9.0,{ECO:0000269|PubMed:7049234};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:7049234};,P06721
655,7.0,for 5'-deoxyribose-phosphate lyase activity. {ECO:0000269|PubMed:9614142};,Optimum pH is 7-9 for 5'-deoxyribose-phosphate lyase activity. {ECO:0000269|PubMed:9614142};,P06746
655,9.0,for 5'-deoxyribose-phosphate lyase activity. {ECO:0000269|PubMed:9614142};,Optimum pH is 7-9 for 5'-deoxyribose-phosphate lyase activity. {ECO:0000269|PubMed:9614142};,P06746
656,6.8,{ECO:0000269|PubMed:7028756};,Optimum pH is 6.8-7.2. {ECO:0000269|PubMed:7028756};,P06785
656,7.2,{ECO:0000269|PubMed:7028756};,Optimum pH is 6.8-7.2. {ECO:0000269|PubMed:7028756};,P06785
662,7.5,{ECO:0000269|PubMed:8253734};,Optimum pH is 7.5-9.5. {ECO:0000269|PubMed:8253734};,P07271
662,9.5,{ECO:0000269|PubMed:8253734};,Optimum pH is 7.5-9.5. {ECO:0000269|PubMed:8253734};,P07271
663,7.0,{ECO:0000269|PubMed:10213630};,Optimum pH is 7-7.5. {ECO:0000269|PubMed:10213630};,P07342
663,7.5,{ECO:0000269|PubMed:10213630};,Optimum pH is 7-7.5. {ECO:0000269|PubMed:10213630};,P07342
666,7.2,"for isozyme alpha, and 7.2-7.5 for isozymes beta and gamma. {ECO:0000269|PubMed:8537310};","Optimum pH is 7.2-7.8 for isozyme alpha, and 7.2-7.5 for isozymes beta and gamma. {ECO:0000269|PubMed:8537310};",P07764
666,7.8,"for isozyme alpha, and 7.2-7.5 for isozymes beta and gamma. {ECO:0000269|PubMed:8537310};","Optimum pH is 7.2-7.8 for isozyme alpha, and 7.2-7.5 for isozymes beta and gamma. {ECO:0000269|PubMed:8537310};",P07764
668,8.0,{ECO:0000269|PubMed:7074125};,Optimum pH is 8-9. {ECO:0000269|PubMed:7074125};,P07867
668,9.0,{ECO:0000269|PubMed:7074125};,Optimum pH is 8-9. {ECO:0000269|PubMed:7074125};,P07867
672,7.5,{ECO:0000269|PubMed:30761759};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:30761759};,P07954
672,8.0,{ECO:0000269|PubMed:30761759};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:30761759};,P07954
673,4.0,{ECO:0000269|PubMed:12188666};,Optimum pH is 4-6. {ECO:0000269|PubMed:12188666};,P07987
673,6.0,{ECO:0000269|PubMed:12188666};,Optimum pH is 4-6. {ECO:0000269|PubMed:12188666};,P07987
675,8.2,{ECO:0000269|PubMed:7890752};,Optimum pH is 8.2-8.7. {ECO:0000269|PubMed:7890752};,P08164
675,8.7,{ECO:0000269|PubMed:7890752};,Optimum pH is 8.2-8.7. {ECO:0000269|PubMed:7890752};,P08164
683,6.3,{ECO:0000269|PubMed:8003492};,Optimum pH is 6.3-6.8. {ECO:0000269|PubMed:8003492};,P08692
683,6.8,{ECO:0000269|PubMed:8003492};,Optimum pH is 6.3-6.8. {ECO:0000269|PubMed:8003492};,P08692
684,8.0,Reversibly inactivated below pH 4.5. {ECO:0000269|PubMed:2995028};,Optimum pH is 8.0-8.5. Reversibly inactivated below pH 4.5. {ECO:0000269|PubMed:2995028};,P08897
684,8.5,Reversibly inactivated below pH 4.5. {ECO:0000269|PubMed:2995028};,Optimum pH is 8.0-8.5. Reversibly inactivated below pH 4.5. {ECO:0000269|PubMed:2995028};,P08897
688,7.5,for DNA restriction. {ECO:0000269|PubMed:4868368};,Optimum pH is 7.5-8.0 for DNA restriction. {ECO:0000269|PubMed:4868368};,P08956
688,8.0,for DNA restriction. {ECO:0000269|PubMed:4868368};,Optimum pH is 7.5-8.0 for DNA restriction. {ECO:0000269|PubMed:4868368};,P08956
692,9.0,"{ECO:0000269|PubMed:17432872, ECO:0000269|PubMed:6750031};","Optimum pH is 9.0-10.0. {ECO:0000269|PubMed:17432872, ECO:0000269|PubMed:6750031};",P09230
692,10.0,"{ECO:0000269|PubMed:17432872, ECO:0000269|PubMed:6750031};","Optimum pH is 9.0-10.0. {ECO:0000269|PubMed:17432872, ECO:0000269|PubMed:6750031};",P09230
